month,year,kraj,general_thefts,break_in_thefts,avg_monthly_salary
10,2023,ULK,219,213,
1,2023,VYS,68,34,37714.0
2,2023,VYS,75,43,37714.0
3,2023,VYS,63,47,37714.0
4,2023,VYS,85,43,39409.0
5,2023,VYS,47,46,39409.0
6,2023,VYS,70,30,39409.0
7,2023,VYS,47,57,39315.0
8,2023,VYS,80,44,39315.0
9,2023,VYS,62,39,39315.0
10,2023,VYS,77,49,
1,2023,ZLK,136,64,36658.0
2,2023,ZLK,74,48,36658.0
3,2023,ZLK,85,67,36658.0
4,2023,ZLK,71,42,39080.0
5,2023,ZLK,71,50,39080.0
6,2023,ZLK,68,51,39080.0
7,2023,ZLK,95,48,38596.0
8,2023,ZLK,106,30,38596.0
9,2023,ZLK,67,57,38596.0
10,2023,ZLK,93,35,
