month,year,kraj,uchazeciOZamestnaniUoZ,noveHlaseniUchazeci,noveHlasenaAUvolnenaVPM,obsazenaAZrusenaVPM,absolventiSkolAMladistvi
2,2015,ULK,61284,4150,1778,1020,2509
2,2015,VYS,26048,2003,1106,794,1513
2,2015,ZLK,29835,2325,1483,952,1550
3,2015,HKK,22440,2176,1398,892,1231
3,2015,JHC,27025,2626,2241,1709,1346
3,2015,JHM,63858,5313,3716,2989,3437
3,2015,KVK,16785,1549,880,522,674
3,2015,LBK,22552,2429,1386,1137,1094
3,2015,MSK,82118,5896,3609,2599,3773
3,2015,OLK,37642,2879,2445,2030,1833
3,2015,PAK,21048,2158,1915,1456,1224
3,2015,PHA,43125,4431,1980,1656,1773
3,2015,PLK,21210,2217,1897,1571,977
3,2015,STC,55149,5354,2985,1883,2524
3,2015,ULK,59574,4714,2055,1841,2373
3,2015,VYS,24453,1878,1467,976,1450
3,2015,ZLK,28336,2214,1605,1239,1468
4,2015,HKK,20506,2366,1842,1068,1143
4,2015,JHC,23997,2865,2097,1516,1226
4,2015,JHM,59592,5481,3776,3197,3152
4,2015,KVK,16067,1596,783,618,604
4,2015,LBK,21641,2444,1470,924,1054
4,2015,MSK,78390,6169,3157,2590,3589
4,2015,OLK,34274,2918,2330,1541,1695
4,2015,PAK,18676,2142,1659,1202,1101
4,2015,PHA,42038,4172,1367,1206,1652
4,2015,PLK,19650,2348,1894,1436,925
4,2015,STC,52100,5249,2987,2077,2376
4,2015,ULK,56940,5106,1914,1504,2252
4,2015,VYS,21527,1925,1345,878,1304
4,2015,ZLK,26187,2577,1663,885,1378
5,2015,HKK,18985,1963,1624,1107,997
5,2015,JHC,21737,2286,1978,1555,1075
5,2015,JHM,56195,4195,4078,2549,2742
5,2015,KVK,15389,1272,845,516,548
5,2015,LBK,20601,1867,1408,1014,932
5,2015,MSK,75213,5181,3355,2225,3089
5,2015,OLK,31852,2559,2189,1682,1400
5,2015,PAK,17218,1787,1565,1054,945
5,2015,PHA,40679,3511,1481,1120,1403
5,2015,PLK,18678,2038,1834,976,814
5,2015,STC,49826,4454,2933,2317,2060
5,2015,ULK,55073,4145,2074,1256,2014
5,2015,VYS,19948,1658,1372,969,1140
5,2015,ZLK,24295,2003,1565,952,1200
6,2015,HKK,18132,2041,1914,2162,925
6,2015,JHC,20689,2593,1806,1497,942
6,2015,JHM,54569,4708,4014,3743,2426
6,2015,KVK,14884,1340,791,652,478
6,2015,LBK,19905,1892,1511,1105,822
6,2015,MSK,73265,5770,3880,2556,2671
6,2015,OLK,30506,2774,2444,2442,1240
6,2015,PAK,16438,1809,1643,1177,812
6,2015,PHA,39764,4043,1453,812,1287
6,2015,PLK,18244,2155,1545,1506,797
6,2015,STC,48614,4981,3173,2529,1900
6,2015,ULK,53678,4336,2224,2181,1840
6,2015,VYS,19294,1874,1109,1184,923
6,2015,ZLK,23413,2320,1656,1335,1079
7,2015,HKK,18552,2649,1604,1935,970
7,2015,JHC,20790,3083,1769,1640,1085
7,2015,JHM,55346,6321,3526,3718,2566
7,2015,KVK,14685,1465,643,430,453
7,2015,LBK,20026,2386,1209,1061,891
7,2015,MSK,73489,6857,3216,2580,2958
7,2015,OLK,30507,3339,1890,2025,1393
7,2015,PAK,17282,2822,1809,2074,926
7,2015,PHA,40707,5067,1682,1252,1350
7,2015,PLK,18630,2691,1595,1150,888
7,2015,STC,49184,5944,2721,2093,2058
7,2015,ULK,53411,5044,1817,1811,1887
7,2015,VYS,19863,2681,836,1130,1108
7,2015,ZLK,23869,3117,1517,1863,1242
8,2015,HKK,18284,1990,1820,2124,1072
8,2015,JHC,20375,2361,1836,1122,1187
8,2015,JHM,54982,4908,3915,3224,2908
8,2015,KVK,14492,1332,753,634,460
8,2015,LBK,19915,1997,1217,893,943
8,2015,MSK,72392,5609,3769,2831,3203
8,2015,OLK,30029,2717,1985,1498,1525
8,2015,PAK,17140,1974,2011,1555,1050
8,2015,PHA,40401,3768,1439,1217,1517
8,2015,PLK,18363,2062,1886,1160,959
8,2015,STC,48594,4675,3020,2944,2211
8,2015,ULK,52511,4167,1933,1420,1965
8,2015,VYS,19696,1927,1151,740,1242
8,2015,ZLK,23492,2281,1668,1328,1391
9,2015,HKK,17852,2915,2085,1587,1408
9,2015,JHC,19747,3469,1645,1845,1345
9,2015,JHM,53691,6996,3777,3378,3521
9,2015,KVK,14280,1821,885,648,600
9,2015,LBK,19652,2837,1283,1265,1149
9,2015,MSK,71913,8194,4787,4557,3978
9,2015,OLK,29612,4085,2742,2430,1960
9,2015,PAK,16582,2886,1599,1030,1286
9,2015,PHA,39165,4849,2012,1051,1692
9,2015,PLK,17720,2928,1928,1792,1167
9,2015,STC,47854,6839,3160,2342,2837
9,2015,ULK,51782,5813,2185,1966,2448
9,2015,VYS,19220,2744,1276,1085,1517
9,2015,ZLK,22822,3216,1668,1251,1685
10,2015,HKK,17238,2248,1644,2256,1301
10,2015,JHC,19391,2991,1648,1876,1257
10,2015,JHM,52233,4889,3604,3995,3221
10,2015,KVK,14338,1778,687,829,625
10,2015,LBK,19127,2226,1545,1626,1103
10,2015,MSK,70674,6179,3011,3781,3773
10,2015,OLK,28596,2829,2159,2033,1776
10,2015,PAK,15973,2114,1508,1526,1196
10,2015,PHA,37876,4099,1853,865,1681
10,2015,PLK,17149,2334,1485,1548,1138
10,2015,STC,46484,5197,3601,2929,2756
10,2015,ULK,50655,4580,2091,2429,2389
10,2015,VYS,18690,1974,1091,1275,1433
10,2015,ZLK,22008,2289,1522,1730,1589
11,2015,HKK,17404,2687,1489,1325,1168
11,2015,JHC,20136,3777,1408,1505,1115
11,2015,JHM,52629,6070,2794,3582,2981
11,2015,KVK,14547,2010,594,601,575
11,2015,LBK,18865,2353,1679,1346,1023
11,2015,MSK,70312,6701,2691,3133,3471
11,2015,OLK,28759,3704,1513,2097,1590
11,2015,PAK,16280,2551,1373,1704,1060
11,2015,PHA,37127,4068,2012,1443,1597
11,2015,PLK,17272,2633,1299,1406,979
11,2015,STC,46555,6456,2628,3353,2448
11,2015,ULK,50166,5416,1901,1828,2231
11,2015,VYS,18946,2569,1023,1117,1258
11,2015,ZLK,22366,3019,1264,1503,1445
12,2015,HKK,18574,2990,1104,1774,1114
12,2015,JHC,22576,4528,1057,1107,1112
12,2015,JHM,56032,7201,2256,3054,2917
12,2015,KVK,14896,1652,504,505,574
12,2015,LBK,19507,2406,1019,1231,974
12,2015,MSK,72573,7243,2605,3266,3325
12,2015,OLK,31058,4770,974,1123,1507
12,2015,PAK,18075,3434,1081,1253,1008
12,2015,PHA,37218,3450,1065,814,1495
12,2015,PLK,18587,3091,1318,840,934
12,2015,STC,48102,5928,2183,2129,2319
12,2015,ULK,50778,4731,1044,1438,2134
12,2015,VYS,21268,3933,615,999,1205
12,2015,ZLK,23874,3446,903,699,1405
1,2016,HKK,19083,3131,2102,1478,1023
1,2016,JHC,24707,5026,1854,1473,1088
1,2016,JHM,57704,7497,4306,2851,2771
1,2016,KVK,15334,1962,679,680,569
1,2016,LBK,19974,2866,1329,1454,968
1,2016,MSK,73586,7715,3279,3226,3163
1,2016,OLK,32267,4547,2089,1440,1436
1,2016,PAK,19237,3429,1848,1807,984
1,2016,PHA,37651,4842,1869,1227,1440
1,2016,PLK,19356,3377,1291,1287,861
1,2016,STC,49219,6735,3776,3214,2176
1,2016,ULK,52244,5985,2338,1942,2129
1,2016,VYS,22278,3288,1094,871,1124
1,2016,ZLK,24763,3692,1569,1239,1343
2,2016,HKK,18534,1856,2215,1716,990
2,2016,JHC,24308,2694,2036,1675,1090
2,2016,JHM,57124,5118,3950,4013,2676
2,2016,KVK,15097,1408,866,526,530
2,2016,LBK,19586,1987,1121,1153,924
2,2016,MSK,72573,5541,3829,3448,3094
2,2016,OLK,31860,2708,2478,1823,1415
2,2016,PAK,18965,1912,2002,1032,980
2,2016,PHA,37389,4026,1950,875,1428
2,2016,PLK,18786,2082,1434,1221,812
2,2016,STC,48427,4901,3351,2313,2190
2,2016,ULK,52367,4672,2449,1820,2151
2,2016,VYS,21878,1949,1415,947,1121
2,2016,ZLK,24360,2237,1822,1309,1307
3,2016,HKK,17494,1925,1939,1687,965
3,2016,JHC,22786,2529,1857,1702,1092
3,2016,JHM,54977,4772,4381,3823,2652
3,2016,KVK,14530,1300,1148,1244,525
3,2016,LBK,18989,2061,1400,1256,928
3,2016,MSK,70801,5478,3941,4162,3040
3,2016,OLK,30127,2652,2383,2443,1321
3,2016,PAK,17868,1959,2103,1904,930
3,2016,PHA,36538,3660,2191,1847,1381
3,2016,PLK,17730,2058,1876,1724,788
3,2016,STC,46417,4683,3318,3148,2111
3,2016,ULK,51237,4474,2383,1914,2076
3,2016,VYS,20436,1778,1384,1280,1055
3,2016,ZLK,23179,2031,1621,1282,1257
4,2016,HKK,15876,2178,2029,1814,903
4,2016,JHC,20086,2617,2125,1567,972
4,2016,JHM,51776,5219,4881,3820,2462
4,2016,KVK,13657,1207,1046,795,507
4,2016,LBK,18110,2145,1432,1329,890
4,2016,MSK,67576,5809,3492,2481,2874
4,2016,OLK,27464,3070,2499,2376,1197
4,2016,PAK,15673,1979,2722,1675,826
4,2016,PHA,35728,3942,2042,1014,1334
4,2016,PLK,16293,2079,2476,1679,753
4,2016,STC,43528,4547,3637,3598,1955
4,2016,ULK,49979,4846,2370,2387,1980
4,2016,VYS,17972,1807,1620,1166,951
4,2016,ZLK,21242,2163,1785,1510,1176
5,2016,HKK,14737,1775,2508,2144,762
5,2016,JHC,18371,2441,2323,1670,821
5,2016,JHM,49133,4496,4738,4718,2060
5,2016,KVK,13023,1275,977,984,450
5,2016,LBK,17088,1839,1486,1501,785
5,2016,MSK,65436,5820,3767,3293,2462
5,2016,OLK,26034,2896,2764,2428,1026
5,2016,PAK,14245,1797,2236,1895,700
5,2016,PHA,34717,3683,2639,4117,1110
5,2016,PLK,15384,2008,2916,1735,647
5,2016,STC,41564,4703,4203,2591,1672
5,2016,ULK,48520,4360,2510,2148,1777
5,2016,VYS,16663,1721,1367,1041,768
5,2016,ZLK,19874,2123,1626,1021,970
6,2016,HKK,14289,1803,2450,1680,735
6,2016,JHC,17623,2370,1992,1676,721
6,2016,JHM,47766,4688,4431,3770,1900
6,2016,KVK,12476,1232,997,847,397
6,2016,LBK,16488,1840,1310,1442,691
6,2016,MSK,64359,5664,4125,4622,2183
6,2016,OLK,25401,2762,2185,2213,955
6,2016,PAK,13490,1741,2487,1806,616
6,2016,PHA,33963,3722,2872,1284,1058
6,2016,PLK,15031,2048,2546,1749,607
6,2016,STC,40638,4764,3275,3223,1538
6,2016,ULK,47412,4156,2136,1986,1628
6,2016,VYS,16249,1791,1299,1204,706
6,2016,ZLK,19143,2237,1650,1368,883
7,2016,HKK,14770,2222,1687,1902,803
7,2016,JHC,18097,2727,1302,1298,855
7,2016,JHM,48995,5852,3424,3392,2087
7,2016,KVK,12444,1315,757,907,383
7,2016,LBK,16835,2205,1211,1057,698
7,2016,MSK,65615,6647,2684,2385,2479
7,2016,OLK,25755,3016,1292,1464,1055
7,2016,PAK,14420,2643,1677,1348,705
7,2016,PHA,34835,4407,2208,1234,1085
7,2016,PLK,15544,2375,1470,1277,707
7,2016,STC,41295,5267,2892,2520,1593
7,2016,ULK,47397,4445,1506,1484,1633
7,2016,VYS,16958,2405,974,786,839
7,2016,ZLK,19707,2754,1233,1444,1003
8,2016,HKK,14572,1931,2197,1989,858
8,2016,JHC,17760,2410,1961,1487,904
8,2016,JHM,48661,4866,4420,4253,2284
8,2016,KVK,12017,1274,981,882,352
8,2016,LBK,16662,1913,1473,1183,733
8,2016,MSK,65156,5807,3439,2934,2707
8,2016,OLK,25405,2784,1939,2415,1144
8,2016,PAK,14162,2027,2131,1676,772
8,2016,PHA,34610,4078,2733,2087,1178
8,2016,PLK,15363,2009,2335,2371,791
8,2016,STC,40834,4945,3315,3144,1724
8,2016,ULK,46819,4170,2307,1824,1730
8,2016,VYS,16933,1918,1795,1228,971
8,2016,ZLK,19520,2342,1774,1817,1126
9,2016,HKK,14079,2465,2151,1864,1002
9,2016,JHC,17265,3220,2571,2188,1132
9,2016,JHM,47249,6287,3856,3802,2724
9,2016,KVK,11783,1672,912,674,493
9,2016,LBK,16225,2631,1286,1497,919
9,2016,MSK,64297,7693,3766,3530,3265
9,2016,OLK,24974,3560,1713,1852,1452
9,2016,PAK,13434,2565,2261,2393,954
9,2016,PHA,33069,4294,2668,1920,1243
9,2016,PLK,14723,2605,1967,2086,960
9,2016,STC,39811,6252,3754,3057,2176
9,2016,ULK,46086,5435,1862,2059,2204
9,2016,VYS,16358,2640,1446,1284,1159
9,2016,ZLK,18905,3007,1418,1700,1371
10,2016,HKK,13606,2108,1818,2377,958
10,2016,JHC,16873,2770,1778,1941,1050
10,2016,JHM,45924,4760,3723,3742,2500
10,2016,KVK,11419,1333,749,786,496
10,2016,LBK,15638,2056,949,1062,899
10,2016,MSK,62633,5711,2993,3108,3030
10,2016,OLK,24333,2887,2001,2075,1336
10,2016,PAK,12829,1940,1758,1911,904
10,2016,PHA,32024,4050,2501,1962,1283
10,2016,PLK,13971,2069,2363,2294,886
10,2016,STC,38062,4823,2998,3594,2076
10,2016,ULK,44742,4428,2097,2048,2163
10,2016,VYS,15757,1928,1479,1933,1033
10,2016,ZLK,18433,2412,1561,1865,1231
11,2016,HKK,13516,2258,1740,1680,834
11,2016,JHC,17225,3224,1789,2170,931
11,2016,JHM,46155,5641,3479,3848,2254
11,2016,KVK,11267,1583,634,1009,472
11,2016,LBK,15618,2172,1145,1295,853
11,2016,MSK,61907,6222,2692,3744,2726
11,2016,OLK,24524,3404,1670,1876,1177
11,2016,PAK,12999,2467,1866,1801,795
11,2016,PHA,30663,3563,2529,2326,1159
11,2016,PLK,13643,2243,1518,2976,776
11,2016,STC,37511,5309,3967,3259,1864
11,2016,ULK,43717,4480,2168,2038,1970
11,2016,VYS,15588,2234,1080,1328,932
11,2016,ZLK,18422,2631,1303,1993,1069
12,2016,HKK,14270,2462,1195,1481,768
12,2016,JHC,19385,4245,1315,1465,884
12,2016,JHM,49032,6577,2674,3100,2188
12,2016,KVK,11796,1744,523,534,456
12,2016,LBK,16104,2297,854,1107,811
12,2016,MSK,64036,6941,2340,2827,2635
12,2016,OLK,26495,4330,1221,1459,1129
12,2016,PAK,14407,2963,2113,2437,767
12,2016,PHA,30179,3053,2377,2648,1096
12,2016,PLK,14655,2850,1175,1216,699
12,2016,STC,38966,5710,2195,1921,1729
12,2016,ULK,44528,4659,1510,1950,1891
12,2016,VYS,17672,3566,933,988,911
12,2016,ZLK,19848,3295,933,1029,1012
1,2017,HKK,14640,2792,2719,2062,720
1,2017,JHC,20861,4690,2095,1808,859
1,2017,JHM,49881,7067,4305,3907,2047
1,2017,KVK,11943,1845,994,755,427
1,2017,LBK,16387,2628,1421,1285,787
1,2017,MSK,64671,7798,3438,3835,2509
1,2017,OLK,27414,4355,1815,1755,1101
1,2017,PAK,14998,3062,3461,2628,714
1,2017,PHA,30128,4667,3287,2410,997
1,2017,PLK,15062,3118,2440,2665,614
1,2017,STC,39670,6653,3663,4042,1580
1,2017,ULK,45188,6011,2395,2121,1809
1,2017,VYS,18178,3170,1495,1306,821
1,2017,ZLK,20395,3461,1906,1815,924
2,2017,HKK,14186,1634,2161,2021,667
2,2017,JHC,20189,2467,1780,1809,821
2,2017,JHM,48859,4603,4464,3423,2026
2,2017,KVK,11631,1371,777,516,415
2,2017,LBK,16089,1763,1209,1351,739
2,2017,MSK,63448,5179,3106,2550,2482
2,2017,OLK,26745,2486,1743,1424,1030
2,2017,PAK,14494,1730,2768,2270,669
2,2017,PHA,29423,3463,3469,1021,934
2,2017,PLK,14457,1810,1459,1578,578
2,2017,STC,38810,4421,4077,2774,1552
2,2017,ULK,44624,4214,2252,1772,1788
2,2017,VYS,17382,1592,1404,1047,745
2,2017,ZLK,19871,2013,1562,1113,906
3,2017,HKK,13204,1750,2185,2092,629
3,2017,JHC,17779,2409,2433,2182,764
3,2017,JHM,45829,4458,4644,3952,1905
3,2017,KVK,10814,1276,1040,733,380
3,2017,LBK,15413,2022,2034,1222,696
3,2017,MSK,60988,5647,3518,3331,2324
3,2017,OLK,24846,2582,1889,1389,925
3,2017,PAK,13078,1713,3211,1988,608
3,2017,PHA,28670,3851,4916,2864,944
3,2017,PLK,13045,1953,3268,1790,552
3,2017,STC,36274,4566,3651,4127,1440
3,2017,ULK,42556,4484,2386,2323,1709
3,2017,VYS,15399,1711,1714,1353,652
3,2017,ZLK,18217,1925,2217,1941,804
4,2017,HKK,11690,1717,1828,1682,562
4,2017,JHC,15045,2097,1889,1431,663
4,2017,JHM,42056,4193,3675,3235,1752
4,2017,KVK,9920,1135,872,570,323
4,2017,LBK,14347,1841,1256,1035,648
4,2017,MSK,58147,5875,2559,2318,2165
4,2017,OLK,22495,2487,1909,1354,830
4,2017,PAK,11043,1689,2389,1535,577
4,2017,PHA,27662,3264,3879,1422,901
4,2017,PLK,11664,1676,2579,1626,500
4,2017,STC,33522,4065,3053,2533,1317
4,2017,ULK,40377,3800,2003,1410,1605
4,2017,VYS,13054,1493,1080,1023,586
4,2017,ZLK,16177,1821,1643,1285,699
5,2017,HKK,10888,1649,2341,1746,494
5,2017,JHC,13650,2143,2900,1830,559
5,2017,JHM,39456,4136,5075,3843,1509
5,2017,KVK,9197,1164,1188,707,298
5,2017,LBK,13442,1670,1825,1470,560
5,2017,MSK,55795,5511,3398,2424,1951
5,2017,OLK,20945,2430,1905,1328,721
5,2017,PAK,10071,1591,2451,1659,475
5,2017,PHA,26863,3461,6130,1319,793
5,2017,PLK,10980,1747,2812,2241,439
5,2017,STC,31835,4158,5769,3149,1153
5,2017,ULK,38364,3784,2545,2162,1435
5,2017,VYS,12205,1607,1417,1292,508
5,2017,ZLK,14830,1836,2017,1632,607
6,2017,HKK,10562,1611,2284,1729,473
6,2017,JHC,12938,2074,2264,1449,532
6,2017,JHM,38043,4170,4625,4175,1335
6,2017,KVK,8674,1066,957,746,263
6,2017,LBK,12821,1705,2033,1348,496
6,2017,MSK,54008,5135,3497,3033,1782
6,2017,OLK,19902,2316,1881,1502,693
6,2017,PAK,9783,1691,2635,2015,437
6,2017,PHA,26208,3453,4970,3186,721
6,2017,PLK,10687,1790,2725,1656,415
6,2017,STC,30861,4095,4604,3169,1052
6,2017,ULK,36723,3657,2368,1726,1266
6,2017,VYS,11966,1649,1254,995,450
6,2017,ZLK,14263,1893,1700,1611,594
7,2017,HKK,11031,1914,1771,2202,525
7,2017,JHC,13270,2404,1652,1504,604
7,2017,JHM,38901,4945,3219,3130,1516
7,2017,KVK,8456,1091,580,403,267
7,2017,LBK,12999,1862,1544,1381,517
7,2017,MSK,54456,5931,2699,2357,2051
7,2017,OLK,20128,2732,1363,1130,800
7,2017,PAK,10407,2074,2177,1160,525
7,2017,PHA,26878,3915,3552,1661,762
7,2017,PLK,10983,1927,2197,1110,448
7,2017,STC,31819,4722,3096,3289,1124
7,2017,ULK,36533,3932,1578,1810,1267
7,2017,VYS,12442,1963,894,871,553
7,2017,ZLK,14771,2357,1183,931,705
8,2017,HKK,10872,1558,2255,1833,584
8,2017,JHC,13119,2139,2554,2149,662
8,2017,JHM,38258,4254,4661,3318,1656
8,2017,KVK,8180,1073,1027,627,274
8,2017,LBK,12797,1726,1833,1679,537
8,2017,MSK,53383,5083,3159,2141,2020
8,2017,OLK,19499,2273,1815,1353,805
8,2017,PAK,10221,1638,3466,2522,545
8,2017,PHA,26299,3368,3748,2347,777
8,2017,PLK,10831,1747,3127,1512,454
8,2017,STC,31254,4168,5772,3442,1191
8,2017,ULK,35303,3452,2329,1942,1253
8,2017,VYS,12437,1713,1207,1104,637
8,2017,ZLK,14373,1896,1619,1396,712
9,2017,HKK,10375,2104,1979,1738,771
9,2017,JHC,12590,2586,2391,1541,763
9,2017,JHM,36921,5568,4181,3796,2106
9,2017,KVK,7881,1300,668,481,386
9,2017,LBK,12413,2231,1894,1289,696
9,2017,MSK,51537,6589,2706,2522,2466
9,2017,OLK,18728,3033,1264,1506,1075
9,2017,PAK,9447,2098,3311,1214,721
9,2017,PHA,24767,3755,2820,3192,824
9,2017,PLK,10339,2174,3077,2409,631
9,2017,STC,30255,5372,4645,3448,1566
9,2017,ULK,34103,4541,1955,1563,1700
9,2017,VYS,11831,2142,1288,997,808
9,2017,ZLK,13728,2473,1347,1022,877
10,2017,HKK,9963,1861,2185,1895,702
10,2017,JHC,12139,2479,1842,1907,726
10,2017,JHM,35442,4588,4646,4821,1862
10,2017,KVK,7420,1166,1175,861,368
10,2017,LBK,11860,1921,1517,1800,662
10,2017,MSK,49020,5442,2867,2981,2135
10,2017,OLK,18133,2754,1437,1596,971
10,2017,PAK,8863,1725,2468,2393,637
10,2017,PHA,23471,3630,3437,2379,801
10,2017,PLK,9732,1886,4324,2960,565
10,2017,STC,28697,4482,6070,4375,1495
10,2017,ULK,32184,4040,2845,2803,1585
10,2017,VYS,11260,1692,1478,1315,730
10,2017,ZLK,12989,1886,1533,1953,770
11,2017,HKK,9780,1824,1787,1782,585
11,2017,JHC,12377,2704,1708,1638,633
11,2017,JHM,35037,4894,3448,4101,1617
11,2017,KVK,7251,1257,939,952,290
11,2017,LBK,11490,1821,1463,1554,582
11,2017,MSK,47779,5510,2541,3005,1852
11,2017,OLK,17898,2826,1457,1537,832
11,2017,PAK,8866,1955,2495,1685,520
11,2017,PHA,22194,3199,3600,1680,706
11,2017,PLK,9637,2055,3409,2019,443
11,2017,STC,27993,4471,4098,3211,1306
11,2017,ULK,31023,4121,2188,1934,1437
11,2017,VYS,11278,1997,1443,1273,628
11,2017,ZLK,12866,2142,1300,1581,627
12,2017,HKK,10483,2047,1376,1424,561
12,2017,JHC,14112,3440,1242,1127,606
12,2017,JHM,37290,5653,2707,2351,1554
12,2017,KVK,7488,1269,613,654,255
12,2017,LBK,11861,1810,1613,1161,548
12,2017,MSK,49487,6029,1654,1583,1777
12,2017,OLK,19519,3682,799,989,783
12,2017,PAK,10152,2500,2510,2007,505
12,2017,PHA,21787,2536,2841,1842,653
12,2017,PLK,10517,2319,2072,1737,400
12,2017,STC,29370,4687,3382,2650,1227
12,2017,ULK,31522,3802,1502,1606,1370
12,2017,VYS,12992,2854,1101,1142,598
12,2017,ZLK,14040,2650,838,1138,603
1,2018,HKK,10850,2436,2664,2075,527
1,2018,JHC,15535,4216,2905,2188,577
1,2018,JHM,38683,6816,6403,4442,1469
1,2018,KVK,7685,1601,1450,889,248
1,2018,LBK,12127,2454,2409,2048,558
1,2018,MSK,50011,7260,3378,2745,1733
1,2018,OLK,20035,3815,1788,1384,736
1,2018,PAK,10735,2721,4336,2137,459
1,2018,PHA,21729,4173,4771,2931,607
1,2018,PLK,11108,2792,4588,2665,386
1,2018,STC,30303,6002,7060,5148,1191
1,2018,ULK,32479,5641,2690,2546,1308
1,2018,VYS,13442,2706,1528,1356,529
1,2018,ZLK,14506,2990,1849,1166,550
2,2018,HKK,10469,1401,2584,2050,495
2,2018,JHC,14958,2045,2202,2055,583
2,2018,JHM,37744,3825,4704,3723,1398
2,2018,KVK,7493,1103,787,854,238
2,2018,LBK,11867,1532,2252,1897,540
2,2018,MSK,48512,4356,2707,2605,1651
2,2018,OLK,19172,2047,1695,1213,682
2,2018,PAK,10271,1464,3538,3310,447
2,2018,PHA,21263,3025,4619,2761,575
2,2018,PLK,10667,1610,3136,2982,374
2,2018,STC,29412,3684,5183,3316,1137
2,2018,ULK,32147,3886,2241,1522,1293
2,2018,VYS,12978,1508,1988,1092,527
2,2018,ZLK,13946,1592,1520,1250,548
3,2018,HKK,9711,1377,2523,1953,468
3,2018,JHC,13124,1886,2523,2221,540
3,2018,JHM,35497,3735,5571,4407,1393
3,2018,KVK,7021,1072,1179,705,212
3,2018,LBK,11317,1586,2508,1910,529
3,2018,MSK,46563,4651,3071,2433,1601
3,2018,OLK,17618,2022,1697,1365,632
3,2018,PAK,9165,1347,4546,2597,420
3,2018,PHA,20449,2925,5949,3560,559
3,2018,PLK,9683,1574,5258,3521,336
3,2018,STC,27847,3778,8133,5197,1137
3,2018,ULK,30880,3685,2667,2125,1253
3,2018,VYS,11751,1419,1711,1620,558
3,2018,ZLK,12982,1656,1640,1094,520
4,2018,HKK,8812,1563,2493,1413,452
4,2018,JHC,11124,2049,3017,1971,486
4,2018,JHM,32658,4106,5465,4228,1318
4,2018,KVK,6499,1087,929,569,200
4,2018,LBK,10583,1783,2539,2266,489
4,2018,MSK,43887,5362,3065,2025,1521
4,2018,OLK,15727,2447,2268,1475,577
4,2018,PAK,7615,1515,4061,2663,405
4,2018,PHA,19917,3050,5249,2693,534
4,2018,PLK,8755,1656,4158,2819,329
4,2018,STC,25984,3755,6803,4734,1047
4,2018,ULK,29481,3796,2563,2562,1212
4,2018,VYS,10175,1463,1739,1432,498
4,2018,ZLK,11581,1773,1477,1391,460
5,2018,HKK,8349,1443,2525,2262,391
5,2018,JHC,9842,1790,3268,2392,397
5,2018,JHM,30940,3815,5959,4792,1148
5,2018,KVK,6126,996,993,648,182
5,2018,LBK,10055,1586,2893,2520,432
5,2018,MSK,41976,5005,4104,3635,1362
5,2018,OLK,14533,2118,2319,1843,485
5,2018,PAK,6927,1380,5051,2515,331
5,2018,PHA,19545,3104,6406,2729,479
5,2018,PLK,8158,1628,5932,2945,318
5,2018,STC,24921,3720,7293,7332,922
5,2018,ULK,28147,3648,2648,1973,1070
5,2018,VYS,9441,1400,2424,1218,403
5,2018,ZLK,10672,1598,2402,1277,404
6,2018,HKK,8167,1466,2628,1474,354
6,2018,JHC,9163,1719,3588,2028,368
6,2018,JHM,30406,3845,5952,5439,1044
6,2018,KVK,5889,954,1075,1012,165
6,2018,LBK,9769,1504,2934,2511,387
6,2018,MSK,40787,4892,3685,3154,1264
6,2018,OLK,14059,2130,2175,1985,464
6,2018,PAK,6743,1433,4466,2595,302
6,2018,PHA,19255,3084,6829,2104,453
6,2018,PLK,8010,1613,6558,3472,293
6,2018,STC,24455,3598,7830,4958,834
6,2018,ULK,27324,3410,3143,2187,989
6,2018,VYS,9339,1468,1674,1596,377
6,2018,ZLK,10420,1726,1889,1638,389
7,2018,HKK,8643,1829,1920,2320,418
7,2018,JHC,9519,2195,2566,2200,477
7,2018,JHM,31455,4767,5347,4493,1194
7,2018,KVK,6034,1134,955,570,170
7,2018,LBK,10054,1799,2322,2216,404
7,2018,MSK,41492,5712,2812,2567,1464
7,2018,OLK,14262,2417,1526,1220,563
7,2018,PAK,7229,1918,4304,2172,352
7,2018,PHA,20301,3848,5390,2531,495
7,2018,PLK,8505,1925,4020,2945,351
7,2018,STC,25636,4451,7223,7596,914
7,2018,ULK,27594,3777,2202,1913,1023
7,2018,VYS,9856,1932,1853,1620,465
7,2018,ZLK,10985,2181,1359,956,516
8,2018,HKK,8696,1572,2497,2584,475
8,2018,JHC,9471,1959,2943,2713,519
8,2018,JHM,31335,4187,5479,5517,1372
8,2018,KVK,5927,989,1446,1355,191
8,2018,LBK,9977,1647,2293,2151,438
8,2018,MSK,40645,4764,3494,3014,1508
8,2018,OLK,14151,2342,1614,1631,607
8,2018,PAK,7210,1673,4726,4089,410
8,2018,PHA,20410,3382,5621,5002,551
8,2018,PLK,8692,1842,5574,5825,438
8,2018,STC,25701,4010,7389,6774,997
8,2018,ULK,27427,3742,2829,2318,1066
8,2018,VYS,9915,1659,1751,1809,551
8,2018,ZLK,10942,1897,2020,1666,546
9,2018,HKK,8397,2080,2248,1749,667
9,2018,JHC,9352,2510,2574,2815,726
9,2018,JHM,30496,5271,4649,4446,1857
9,2018,KVK,5803,1214,963,1185,355
9,2018,LBK,9874,2164,2263,2322,604
9,2018,MSK,39515,5967,3179,3070,2012
