month,year,kraj,uchazeciOZamestnaniUoZ,noveHlaseniUchazeci,noveHlasenaAUvolnenaVPM,obsazenaAZrusenaVPM,absolventiSkolAMladistvi
4,2022,MSK,40243,4195,2161,2333,1579
4,2022,OLK,13435,1828,1262,1470,642
4,2022,PAK,8122,1344,1164,1246,426
4,2022,PHA,24028,3012,3047,7797,656
4,2022,PLK,10814,1830,1180,6190,513
4,2022,STC,27379,3678,3123,5634,1320
4,2022,ULK,29296,3463,1281,2071,1496
4,2022,VYS,9302,1377,863,1315,512
4,2022,ZLK,10146,1495,1453,2112,457
5,2022,HKK,9584,1440,1515,1578,499
5,2022,JHC,10193,1728,1680,2072,484
5,2022,JHM,30189,3356,3758,4278,1553
5,2022,KVK,7604,949,769,901,345
5,2022,LBK,10493,1446,1303,1461,515
5,2022,MSK,39151,4223,2254,2451,1550
5,2022,OLK,12789,1768,1274,1326,629
5,2022,PAK,7662,1341,1557,1693,419
5,2022,PHA,23728,3107,3821,3987,601
5,2022,PLK,10480,1672,1390,5242,490
5,2022,STC,26720,3621,3565,4435,1256
5,2022,ULK,28389,3365,1807,2062,1448
5,2022,VYS,8782,1220,1169,1109,471
5,2022,ZLK,9704,1445,1252,1538,414
6,2022,HKK,9396,1432,1403,1589,438
6,2022,JHC,10065,1720,1591,1764,418
6,2022,JHM,29877,3507,3363,2915,1226
6,2022,KVK,7164,841,628,815,301
6,2022,LBK,10344,1502,984,1590,451
6,2022,MSK,38401,4226,1792,2540,1351
6,2022,OLK,12477,1832,1259,1577,522
6,2022,PAK,7602,1378,1149,1326,357
6,2022,PHA,23550,3177,3611,14609,522
6,2022,PLK,10384,1586,1306,2670,421
6,2022,STC,26477,3702,3077,5568,1087
6,2022,ULK,27459,3207,1280,1820,1167
6,2022,VYS,8596,1252,855,1209,389
6,2022,ZLK,9517,1489,1489,1718,349
7,2022,HKK,9918,1658,984,1050,459
7,2022,JHC,10574,1935,1019,1305,485
7,2022,JHM,31088,4058,1937,2525,1304
7,2022,KVK,7227,988,603,587,305
7,2022,LBK,10681,1561,619,774,440
7,2022,MSK,39219,4420,1625,1583,1372
7,2022,OLK,12961,2004,714,691,554
7,2022,PAK,8233,1692,928,1658,392
7,2022,PHA,24989,3851,2708,4128,563
7,2022,PLK,10830,1749,1291,1720,447
7,2022,STC,27773,4218,2549,3655,1108
7,2022,ULK,28050,3462,890,1322,1176
7,2022,VYS,9163,1581,676,1160,427
7,2022,ZLK,10000,1669,689,1232,414
8,2022,HKK,10447,1935,1382,1475,530
8,2022,JHC,11158,2335,1182,1413,523
8,2022,JHM,32499,4898,2650,3033,1522
8,2022,KVK,7592,1393,674,646,291
8,2022,LBK,11111,1907,897,955,463
8,2022,MSK,39858,4896,2042,1723,1427
8,2022,OLK,13517,2453,1182,1409,613
8,2022,PAK,8695,1834,1143,1346,463
8,2022,PHA,27326,5543,3397,3494,625
8,2022,PLK,11154,1871,1560,1780,519
8,2022,STC,29657,5500,3620,2988,1238
8,2022,ULK,28781,4201,1212,1164,1194
8,2022,VYS,9581,1666,886,1197,525
8,2022,ZLK,10377,1892,985,1112,487
9,2022,HKK,10697,2495,1185,1202,788
9,2022,JHC,11469,2735,1253,1394,773
9,2022,JHM,32773,5557,2600,5821,2025
9,2022,KVK,7906,1596,531,530,468
9,2022,LBK,11405,2350,1046,1137,669
9,2022,MSK,40496,6365,1600,1928,2226
9,2022,OLK,13691,2907,863,1343,973
9,2022,PAK,8942,2272,910,1240,730
9,2022,PHA,27809,4973,3098,4667,815
9,2022,PLK,11212,2411,1353,1529,734
9,2022,STC,30353,6165,3029,3157,1913
9,2022,ULK,29298,4932,1279,1022,1812
9,2022,VYS,9696,2182,917,992,779
9,2022,ZLK,10633,2400,986,917,785
10,2022,HKK,10691,1834,1035,1495,737
10,2022,JHC,11518,2238,1196,1431,769
10,2022,JHM,32690,4224,2691,6851,1939
10,2022,KVK,7992,1269,551,1305,497
10,2022,LBK,11556,1936,966,975,708
10,2022,MSK,40164,4871,1664,1988,2144
10,2022,OLK,13766,2259,902,1119,915
10,2022,PAK,8864,1619,984,1721,681
10,2022,PHA,27914,4250,3102,3526,881
10,2022,PLK,11037,1955,938,1372,702
10,2022,STC,30278,4607,2840,3159,1883
10,2022,ULK,29355,3906,1128,1077,1849
10,2022,VYS,9450,1438,654,939,712
10,2022,ZLK,10517,1755,762,1193,700
11,2022,HKK,10944,1853,1025,1116,669
11,2022,JHC,11793,2277,1102,1995,686
11,2022,JHM,33089,4411,2355,5453,1750
11,2022,KVK,8063,1197,610,549,449
11,2022,LBK,11712,1886,864,1223,657
11,2022,MSK,40184,4890,1457,2060,1965
11,2022,OLK,14023,2438,831,1504,834
11,2022,PAK,9019,1706,905,1101,568
11,2022,PHA,27625,3754,2458,1450,843
11,2022,PLK,11204,2059,1657,1706,628
11,2022,STC,30045,4276,2634,2020,1678
11,2022,ULK,29361,3804,969,1244,1708
11,2022,VYS,9524,1635,815,823,636
11,2022,ZLK,10601,1741,787,1615,599
12,2022,HKK,11569,1855,682,977,633
12,2022,JHC,13130,2862,711,1083,675
12,2022,JHM,35405,5024,1680,1845,1760
12,2022,KVK,8429,1241,425,354,418
12,2022,LBK,12255,1806,738,723,611
12,2022,MSK,41902,5204,1002,1824,1898
12,2022,OLK,15297,2763,604,1187,792
12,2022,PAK,10005,2029,725,1209,545
12,2022,PHA,27766,3131,2270,1350,779
12,2022,PLK,11970,2143,1014,1028,587
12,2022,STC,31177,4394,1846,2393,1560
12,2022,ULK,30740,4003,795,1062,1649
12,2022,VYS,10688,2252,534,793,603
12,2022,ZLK,11470,2049,590,1111,601
1,2023,HKK,12124,2419,1475,1337,603
1,2023,JHC,14332,3449,1601,2887,656
1,2023,JHM,36951,5891,2967,3271,1763
1,2023,KVK,8837,1589,896,612,436
1,2023,LBK,12687,2268,1669,1586,578
1,2023,MSK,42819,6251,1829,2233,1815
1,2023,OLK,16132,3187,1327,1207,775
1,2023,PAK,10763,2407,1370,1671,519
1,2023,PHA,28199,4478,3345,4813,763
1,2023,PLK,12615,2641,1614,3679,553
1,2023,STC,32253,5599,3549,4796,1502
1,2023,ULK,31894,4848,1244,2104,1624
1,2023,VYS,11341,2293,891,854,585
1,2023,ZLK,12112,2428,979,1212,573
2,2023,HKK,12246,1635,1223,1132,579
2,2023,JHC,14214,1943,1335,1651,662
2,2023,JHM,36763,3786,2553,2276,1788
2,2023,KVK,8714,1018,604,649,402
2,2023,LBK,12677,1579,966,1241,585
2,2023,MSK,42657,4436,1815,1946,1774
2,2023,OLK,16104,2081,1042,1123,773
2,2023,PAK,10776,1480,937,1092,512
2,2023,PHA,28419,3779,3135,976,756
2,2023,PLK,12359,1684,1168,1450,528
2,2023,STC,32393,4221,2965,2083,1457
2,2023,ULK,32046,3653,1230,1252,1634
2,2023,VYS,11182,1294,888,906,574
2,2023,ZLK,11958,1533,810,938,539
3,2023,HKK,11880,1621,1123,1129,563
3,2023,JHC,13155,1897,1410,2079,647
3,2023,JHM,35531,3912,3143,2695,1766
3,2023,KVK,8550,1160,926,780,398
3,2023,LBK,12313,1516,957,1264,578
3,2023,MSK,41729,4496,2008,2283,1692
3,2023,OLK,15321,2086,1126,1016,772
3,2023,PAK,10330,1590,1041,1179,528
3,2023,PHA,28041,3808,3545,2169,760
3,2023,PLK,11729,1790,1684,2022,529
3,2023,STC,31519,4018,3786,2471,1461
3,2023,ULK,31556,3596,1294,1314,1576
3,2023,VYS,10458,1292,914,1061,537
3,2023,ZLK,11366,1579,1060,1127,536
4,2023,HKK,11291,1611,831,1190,521
4,2023,JHC,12016,1692,1032,1237,612
4,2023,JHM,33919,3641,2332,2168,1720
4,2023,KVK,8321,1023,610,612,392
4,2023,LBK,11893,1578,777,794,561
4,2023,MSK,40405,4223,1643,1197,1632
4,2023,OLK,14420,1931,896,989,740
4,2023,PAK,9542,1507,842,1002,512
4,2023,PHA,27810,3385,2705,1763,726
4,2023,PLK,11116,1597,1184,1080,519
4,2023,STC,30347,3662,2877,3273,1419
4,2023,ULK,30502,3226,1169,1324,1522
4,2023,VYS,9468,1225,659,859,528
4,2023,ZLK,10633,1503,971,1035,510
5,2023,HKK,10842,1555,1590,1437,508
5,2023,JHC,11325,1795,1282,1568,547
5,2023,JHM,33006,3772,2972,3065,1684
5,2023,KVK,8102,1053,738,722,373
5,2023,LBK,11473,1514,930,970,570
5,2023,MSK,39624,4496,2127,1788,1621
5,2023,OLK,13718,1935,1096,1248,711
5,2023,PAK,9194,1513,1257,1165,483
5,2023,PHA,27469,3466,3734,2942,697
5,2023,PLK,10731,1652,2253,1566,506
5,2023,STC,29483,3809,3378,3290,1352
5,2023,ULK,29779,3302,1378,1315,1468
5,2023,VYS,8973,1323,936,933,486
5,2023,ZLK,10174,1519,981,1481,493
6,2023,HKK,10641,1525,1044,1304,431
6,2023,JHC,10946,1741,1209,1321,442
6,2023,JHM,32470,3630,2830,2721,1312
6,2023,KVK,7869,995,550,744,316
6,2023,LBK,11252,1492,826,1024,475
6,2023,MSK,38938,4180,1740,1712,1400
6,2023,OLK,13450,1928,1068,877,570
6,2023,PAK,8972,1415,1075,934,381
6,2023,PHA,27164,3555,3551,1714,610
6,2023,PLK,10606,1606,1500,1491,421
6,2023,STC,29200,3654,3258,3015,1160
6,2023,ULK,29463,3141,1293,1702,1196
6,2023,VYS,8872,1284,793,802,407
6,2023,ZLK,9949,1422,906,1284,391
7,2023,HKK,11090,1796,1112,810,438
7,2023,JHC,11494,2042,827,968,528
7,2023,JHM,33651,4307,2374,2082,1353
7,2023,KVK,8044,1061,561,454,301
7,2023,LBK,11559,1603,741,860,475
7,2023,MSK,39929,4807,1248,1463,1454
7,2023,OLK,13987,2185,1529,722,611
7,2023,PAK,9521,1755,836,801,412
7,2023,PHA,28176,3920,3154,1193,637
7,2023,PLK,11179,1958,1509,1373,459
7,2023,STC,30333,4357,2866,7038,1149
7,2023,ULK,30057,3430,1184,1191,1202
7,2023,VYS,9368,1559,595,786,464
7,2023,ZLK,10545,1896,756,614,445
8,2023,HKK,11194,1649,1044,1438,509
8,2023,JHC,11665,1972,1045,1107,582
8,2023,JHM,34010,4169,2609,8247,1482
8,2023,KVK,8025,1017,536,411,311
8,2023,LBK,11597,1536,763,1016,520
8,2023,MSK,40195,4514,1454,1672,1506
8,2023,OLK,14037,1972,884,990,647
8,2023,PAK,9701,1642,1082,1246,471
8,2023,PHA,28501,3958,2889,1391,653
8,2023,PLK,11306,1786,1548,1458,538
8,2023,STC,30586,4156,2707,2427,1272
8,2023,ULK,30082,3260,1231,1194,1278
8,2023,VYS,9391,1374,1148,820,523
8,2023,ZLK,10513,1638,954,897,503
9,2023,HKK,11354,2464,833,989,876
9,2023,JHC,11765,2604,1086,1254,880
9,2023,JHM,34124,5547,2218,2110,2184
9,2023,KVK,8226,1450,539,641,540
9,2023,LBK,11689,2207,984,1040,742
9,2023,MSK,40492,6160,1371,1358,2258
9,2023,OLK,14372,3088,802,1092,1113
9,2023,PAK,9899,2373,935,1202,805
9,2023,PHA,28039,4378,2813,2222,874
9,2023,PLK,11322,2360,1473,1221,809
9,2023,STC,30943,5929,2502,1777,2149
9,2023,ULK,30864,4871,1380,1217,2084
9,2023,VYS,9409,2006,885,865,769
9,2023,ZLK,10522,2341,866,911,811
